0	5452	1385856000
0	0	1400630400
0	1344	1400630400
0	2023	1400630400
1	791	1371600000
1	4359	1372636800
2	0	1403740800
2	5452	1403740800
3	0	1382313600
3	4112	1383004800
3	9282	1383436800
4	0	1359849600
4	1192	1359849600
4	1576	1359849600
4	2082	1359849600
4	3119	1359849600
4	3342	1359849600
4	3357	1359849600
4	3914	1359849600
4	4050	1359849600
4	4359	1359849600
4	5419	1359849600
4	5457	1359849600
4	4589	1365552000
5	2482	1371254400
5	3417	1371254400
5	4359	1371254400
5	3738	1373068800
5	4431	1373068800
5	5688	1373068800
5	9699	1373068800
5	0	1381536000
5	1674	1381536000
5	2676	1381536000
6	2635	1358467200
6	4228	1358467200
7	1	1380067200
7	12	1398211200
7	13	1398297600
7	10	1399939200
8	1	1396483200
8	12	1398038400
8	13	1398038400
8	10	1399680000
9	1	1397347200
9	13	1397347200
9	10	1403481600
10	4706	1356480000
10	5353	1356480000
11	1	1386201600
11	10	1396569600
11	12	1397347200
12	1	1380240000
12	13	1397174400
12	12	1397779200
12	10	1399507200
13	1	1392940800
13	10	1398902400
13	12	1398902400
13	13	1398988800
14	1	1397779200
14	10	1397779200
14	12	1397779200
14	13	1397779200
15	1	1377388800
15	13	1397606400
15	10	1399507200
16	6073	1353888000
16	6849	1353888000
16	5097	1353974400
17	2	1348012800
17	2220	1359331200
17	2471	1359331200
17	8748	1386633600
17	6960	1388102400
17	5168	1389139200
17	9494	1400025600
18	3994	1343174400
18	5182	1370563200
18	1491	1377648000
18	5561	1377648000
18	2	1402012800
19	342	1355443200
19	3406	1355443200
19	82	1363910400
19	1235	1363910400
19	9010	1377129600
19	1674	1377734400
19	2	1385683200
20	703	1335225600
20	2	1368835200
20	5065	1368835200
21	4384	1338336000
21	4336	1354752000
21	2	1402185600
22	5547	1387411200
22	5626	1387411200
22	5633	1387411200
22	9398	1387411200
22	2	1389398400
22	1952	1389398400
22	5524	1389398400
22	7754	1389398400
22	5579	1393027200
23	2	1379721600
23	1891	1379721600
23	6117	1379721600
24	2	1363737600
24	2237	1363737600
24	2846	1402704000
24	3482	1402704000
25	4590	1355011200
25	4591	1355184000
26	87	1229904000
26	3561	1354838400
26	2	1384041600
27	1211	1356998400
27	2	1365292800
28	1954	1371254400
28	5320	1373587200
28	1365	1381104000
28	2	1381795200
28	6730	1381795200
28	3913	1386115200
28	7869	1388102400
28	6028	1388880000
29	1349	1361664000
29	2388	1361664000
