3	40	-1
13	44	-1
13	40	-2
20	44	-1
20	51	-2
20	99	-3
20	126	-4
40	40	-1
40	51	-2
88	44	-1
88	40	-2
88	51	-3
88	99	-4
88	126	-5
88	22	-6
97	44	-1
97	40	-2
159	51	-1
196	44	-1
199	44	-1
199	40	-2
205	40	-1
205	51	-2
205	99	-3
206	44	-1
208	44	-1
216	44	-1
216	40	-2
216	51	-3
225	44	-1
225	40	-2
225	51	-3
249	44	-1
275	44	-1
275	40	-2
310	40	-1
310	51	-2
314	44	-1
316	40	-1
316	51	-2
317	44	-1
340	44	-1
363	44	-1
382	44	-1
382	40	-2
383	40	-1
383	51	-2
394	44	-1
394	51	-2
420	44	-1
447	44	-1
447	40	-2
482	44	-1
482	40	-2
488	44	-1
488	40	-2
488	51	-3
488	99	-4
534	44	-1
534	40	-2
534	99	-3
558	44	-1
558	40	-2
558	51	-3
558	99	-4
558	126	-5
558	22	-6
558	67	-7
571	44	-1
571	40	-2
571	51	-3
571	99	-4
571	126	-5
571	22	-6
573	44	-1
639	44	-1
664	44	-1
664	40	-2
664	51	-3
664	99	-4
664	126	-5
664	22	-6
702	44	-1
707	44	-1
707	40	-2
744	44	-1
744	40	-2
744	51	-3
744	99	-4
744	126	-5
744	22	-6
744	67	-7
820	44	-1
820	40	-2
820	51	-3
820	99	-4
820	126	-5
820	22	-6
820	67	-7
832	44	-1
834	44	-1
834	40	-2
834	51	-3
834	99	-4
834	126	-5
834	22	-6
905	44	-1
905	40	-2
905	51	-3
905	99	-4
905	126	-5
931	44	-1
931	40	-2
931	51	-3
940	44	-1
940	40	-2
940	51	-3
940	126	-4
940	22	-5
940	67	-6
940	160	-7
940	50	-8
940	193	-9
946	44	-1
946	40	-2
946	51	-3
946	99	-4
946	126	-5
946	22	-6
946	67	-7
1038	44	-1
1038	40	-2
1038	51	-3
1038	99	-4
1038	126	-5
1069	44	-1
1069	40	-2
1069	51	-3
1069	99	-4
1069	126	-5
1082	44	-1
1082	40	-2
1082	51	-3
1082	99	-4
1082	126	-5
1101	44	-1
1101	40	-2
1101	51	-3
1101	99	-4
1101	126	-5
1101	22	-6
1101	67	-7
1101	160	-8
1101	50	-9
1125	44	-1
1143	44	-1
1153	44	-1
1153	40	-2
1173	44	-1
1212	44	-1
1225	44	-1
1225	40	-2
1225	51	-3
1225	99	-4
1269	44	-1
1269	40	-2
1317	44	-1
1317	40	-2
1317	51	-3
1317	99	-4
1383	44	-1
1383	40	-2
1383	51	-3
1393	44	-1
1393	40	-2
1393	51	-3
1405	44	-1
1405	40	-2
1411	44	-1
1411	40	-2
1411	51	-3
1415	44	-1
1415	40	-2
1415	51	-3
1428	44	-1
1430	44	-1
1430	40	-2
1430	51	-3
1444	44	-1
1444	40	-2
1444	51	-3
1444	99	-4
1444	126	-5
1451	44	-1
1458	44	-1
1458	40	-2
1458	51	-3
1458	22	-4
1459	44	-1
1459	40	-2
1459	51	-3
1459	99	-4
1487	40	-1
1492	44	-1
1492	51	-2
1492	126	-3
1533	44	-1
1533	40	-2
1533	99	-3
1533	126	-4
1548	44	-1
1548	40	-2
1565	44	-1
1581	44	-1
1595	40	-1
1595	51	-2
1595	99	-3
1614	44	-1
1614	40	-2
1614	51	-3
1614	99	-4
1614	126	-5
1614	22	-6
1620	44	-1
1655	44	-1
1661	44	-1
1663	44	-1
1663	51	-2
1663	126	-3
1663	22	-4
1663	67	-5
1663	160	-6
1712	44	-1
1712	40	-2
1712	51	-3
1712	99	-4
1718	44	-1
1718	40	-2
1718	51	-3
1718	126	-4
1718	22	-5
1753	44	-1
1753	40	-2
