0	0	1400630400
0	1344	1400630400
0	2023	1400630400
0	4359	1400630400
1	1232	1395187200
1	0	1389657600
2	0	1403740800
2	5452	1403740800
3	4359	1388793600
3	1911	1388102400
3	9282	1383436800
4	4589	1365552000
4	5532	1365552000
4	7077	1365552000
4	0	1359849600
4	1192	1359849600
4	1576	1359849600
4	2082	1359849600
4	3119	1359849600
4	3342	1359849600
4	3357	1359849600
4	3914	1359849600
4	4050	1359849600
4	4359	1359849600
5	7500	1391817600
5	0	1381536000
5	1674	1381536000
5	2676	1381536000
5	7798	1381536000
5	3738	1373068800
5	4431	1373068800
5	5688	1373068800
5	9699	1373068800
5	2482	1371254400
6	0	1377129600
6	2635	1358467200
7	10403	1402444800
7	14	1402358400
7	10	1399939200
7	13	1398297600
8	14	1402185600
8	10403	1402185600
8	10	1399680000
8	12	1398038400
9	10	1403481600
9	14	1403481600
9	10403	1403481600
10	1	1384905600
10	8316	1384905600
11	14	1402185600
11	10403	1402185600
11	12	1397347200
12	14	1402358400
12	10403	1402358400
12	10	1399507200
12	12	1397779200
13	14	1402531200
13	10403	1402531200
13	13	1398988800
13	10	1398902400
14	14	1402531200
14	10403	1402531200
14	1	1397779200
14	10	1397779200
15	10403	1402272000
15	14	1402012800
15	10	1399507200
16	2	1368230400
16	5097	1353974400
16	5404	1353974400
17	6709	1402617600
17	9601	1402617600
17	9494	1400025600
17	5168	1389139200
17	6960	1388102400
17	8748	1386633600
17	2220	1359331200
18	2	1402012800
18	3089	1402012800
18	8950	1402012800
18	1491	1377648000
18	5561	1377648000
19	3342	1389052800
19	2	1385683200
19	3277	1385683200
19	1674	1377734400
19	9010	1377129600
19	82	1363910400
19	1235	1363910400
20	2	1368835200
20	5065	1368835200
20	5412	1368835200
21	2	1402185600
21	27	1402185600
21	7492	1402185600
22	9396	1395705600
22	5579	1393027200
22	6723	1393027200
22	2	1389398400
22	1952	1389398400
22	5524	1389398400
22	7754	1389398400
22	5547	1387411200
22	5626	1387411200
23	2	1379721600
23	1891	1379721600
23	6117	1379721600
24	7411	1404950400
24	9635	1404950400
24	2846	1402704000
24	3482	1402704000
25	2	1360195200
25	1078	1355961600
26	2	1384041600
26	5298	1384041600
26	7536	1384041600
27	1387	1376092800
27	2	1365292800
28	5099	1403136000
28	5451	1393977600
28	6028	1388880000
28	7869	1388102400
28	3913	1386115200
28	2	1381795200
28	6730	1381795200
28	1365	1381104000
29	2242	1401580800
29	3335	1398556800
29	2	1395878400
29	1349	1361664000
30	2	1397347200
30	380	1397347200
30	3335	1397347200
30	3749	1397347200
30	4269	1397347200
30	4290	1397347200
31	6654	1388620800
31	9007	1386028800
31	2837	1385942400
31	4060	1385942400
31	7053	1362096000
31	7293	1362096000
31	6781	1358208000
31	2	1358035200
31	486	1356825600
31	3120	1356825600
31	4660	1356825600
31	5018	1356825600
32	373	1405036800
32	568	1405036800
32	676	1405036800
32	6269	1405036800
32	8484	1405036800
32	8566	1376092800
33	7579	1400630400
33	2439	1371427200
33	4085	1371427200
33	4940	1371427200
33	5062	1371427200
33	6401	1361836800
33	2	1354147200
33	390	1354147200
33	1730	1354147200
33	1772	1354147200
33	3103	1354147200
33	3254	1354147200
33	3373	1354147200
33	3489	1354147200
34	8812	1392336000
34	2	1360281600
34	1161	1360281600
34	5959	1360281600
34	6191	1360281600
34	5701	1354752000
34	5914	1354060800
34	6148	1354060800
34	3455	1335312000
35	2	1359676800
35	4211	1356912000
36	8477	1392422400
36	7723	1392336000
36	9490	1392336000
36	2	1390694400
36	2322	1390694400
37	4203	1376956800
37	4217	1376956800
38	2	1365120000
38	578	1365120000
38	1954	1365120000
38	3338	1365120000
38	3962	1365120000
38	4144	1365120000
39	8720	1403654400
39	2	1400803200
39	7342	1400803200
39	9208	1400803200
39	4682	1372032000
39	6921	1372032000
39	3380	1355788800
40	2339	1393545600
40	2	1378252800
40	3154	1378252800
41	3089	1363478400
41	2	1350518400
41	2298	1350518400
42	6139	1404259200
42	6140	1404259200
42	6141	1404259200
42	9821	1404259200
42	1774	1404172800
42	2	1402790400
42	2829	1402790400
42	1205	1397779200
42	9395	1397520000
43	2	1399420800
43	1576	1364601600
43	1674	1364601600
44	2723	1392163200
44	5906	1388966400
44	2602	1386633600
45	5276	1347753600
45	5337	1347753600
45	5381	1347753600
46	7754	1374019200
46	1742	1347321600
46	3042	1347321600
46	3818	1347321600
46	3	1328140800
46	1053	1328140800
46	1124	1328140800
46	1128	1328140800
47	7318	1375747200
47	1260	1369094400
47	1502	1369094400
47	6267	1369094400
48	5215	1369958400
48	5266	1369958400
48	5799	1369958400
48	3815	1363737600
48	3	1360886400
48	4	1360886400
48	1079	1360886400
48	1229	1360886400
48	1260	1360886400
49	3	1354924800
49	2113	1354924800
50	7746	1393200000
50	9309	1393200000
50	3	1356652800
50	1260	1356652800
51	3	1369958400
52	8170	1379548800
52	8308	1379548800
52	8325	1379548800
52	8737	1379548800
53	7183	1402704000
53	8202	1377993600
53	3	1347148800
54	4	1362614400
54	2021	1362614400
54	2803	1362614400
54	4900	1350691200
54	2193	1329868800
55	1600	1404259200
55	4054	1404259200
55	5524	1404259200
55	5645	1404259200
55	4	1376352000
56	5344	1374624000
56	5686	1374624000
56	5936	1363737600
57	4822	1374796800
57	2418	1374537600
57	8232	1374537600
